,schedule_date,schedule_season,schedule_week,team,score,opponent_score,opponent_team,team_favorite_id,spread_favorite,over_under_line,margin,home_team,id
1910,2017-10-30,2017,8,KC,29.0,19.0,DEN,KC,-7.0,43.0,10.0,KC,KC2017-10-30
1911,2017-11-02,2017,9,BUF,21.0,34.0,NYJ,BUF,-3.0,43.0,-13.0,NYJ,BUF2017-11-02
1911,2017-11-02,2017,9,NYJ,34.0,21.0,BUF,BUF,-3.0,43.0,13.0,NYJ,NYJ2017-11-02
1920,2017-11-05,2017,9,ARI,20.0,10.0,SF,ARI,-2.0,39.0,10.0,SF,ARI2017-11-05
1912,2017-11-05,2017,9,ATL,17.0,20.0,CAR,ATL,-3.0,42.0,-3.0,CAR,ATL2017-11-05
1922,2017-11-05,2017,9,BAL,20.0,23.0,TEN,TEN,-3.0,41.0,-3.0,TEN,BAL2017-11-05
1912,2017-11-05,2017,9,CAR,20.0,17.0,ATL,ATL,-3.0,42.0,3.0,CAR,CAR2017-11-05
1915,2017-11-05,2017,9,CIN,7.0,23.0,JAX,JAX,-6.0,38.0,-16.0,JAX,CIN2017-11-05
1913,2017-11-05,2017,9,DAL,28.0,17.0,KC,DAL,-2.5,53.0,11.0,DAL,DAL2017-11-05
1919,2017-11-05,2017,9,DEN,23.0,51.0,PHI,PHI,-7.0,41.0,-28.0,PHI,DEN2017-11-05
1914,2017-11-05,2017,9,HOU,14.0,20.0,IND,HOU,-6.0,45.0,-6.0,HOU,HOU2017-11-05
1914,2017-11-05,2017,9,IND,20.0,14.0,HOU,HOU,-6.0,45.0,6.0,HOU,IND2017-11-05
1915,2017-11-05,2017,9,JAX,23.0,7.0,CIN,JAX,-6.0,38.0,16.0,JAX,JAX2017-11-05
1913,2017-11-05,2017,9,KC,17.0,28.0,DAL,DAL,-2.5,53.0,-11.0,DAL,KC2017-11-05
1918,2017-11-05,2017,9,LAR,51.0,17.0,NYG,LAR,-5.5,42.5,34.0,NYG,LAR2017-11-05
1916,2017-11-05,2017,9,MIA,24.0,27.0,OAK,LVR,-3.0,44.5,-3.0,MIA,MIA2017-11-05
1917,2017-11-05,2017,9,NO,30.0,10.0,TB,NO,-7.0,54.0,20.0,NO,NO2017-11-05
1918,2017-11-05,2017,9,NYG,17.0,51.0,LAR,LAR,-5.5,42.5,-34.0,NYG,NYG2017-11-05
1916,2017-11-05,2017,9,OAK,27.0,24.0,MIA,LVR,-3.0,44.5,3.0,MIA,OAK2017-11-05
1919,2017-11-05,2017,9,PHI,51.0,23.0,DEN,PHI,-7.0,41.0,28.0,PHI,PHI2017-11-05
1921,2017-11-05,2017,9,SEA,14.0,17.0,WAS,SEA,-8.0,44.5,-3.0,SEA,SEA2017-11-05
1920,2017-11-05,2017,9,SF,10.0,20.0,ARI,ARI,-2.0,39.0,-10.0,SF,SF2017-11-05
1917,2017-11-05,2017,9,TB,10.0,30.0,NO,NO,-7.0,54.0,-20.0,NO,TB2017-11-05
1922,2017-11-05,2017,9,TEN,23.0,20.0,BAL,TEN,-3.0,41.0,3.0,TEN,TEN2017-11-05
1921,2017-11-05,2017,9,WAS,17.0,14.0,SEA,SEA,-8.0,44.5,3.0,SEA,WAS2017-11-05
1923,2017-11-06,2017,9,DET,30.0,17.0,GB,DET,-2.5,42.5,13.0,GB,DET2017-11-06
1923,2017-11-06,2017,9,GB,17.0,30.0,DET,DET,-2.5,42.5,-13.0,GB,GB2017-11-06
1924,2017-11-09,2017,10,ARI,16.0,22.0,SEA,SEA,-6.0,40.0,-6.0,ARI,ARI2017-11-09
1924,2017-11-09,2017,10,SEA,22.0,16.0,ARI,SEA,-6.0,40.0,6.0,ARI,SEA2017-11-09
1925,2017-11-12,2017,10,ATL,27.0,7.0,DAL,ATL,-3.5,49.0,20.0,ATL,ATL2017-11-12
1926,2017-11-12,2017,10,BUF,10.0,47.0,NO,NO,-2.0,48.5,-37.0,BUF,BUF2017-11-12
1927,2017-11-12,2017,10,CHI,16.0,23.0,GB,CHI,-4.5,37.5,-7.0,CHI,CHI2017-11-12
1935,2017-11-12,2017,10,CIN,20.0,24.0,TEN,TEN,-4.5,40.5,-4.0,TEN,CIN2017-11-12
1929,2017-11-12,2017,10,CLE,24.0,38.0,DET,DET,-10.5,42.5,-14.0,DET,CLE2017-11-12
1925,2017-11-12,2017,10,DAL,7.0,27.0,ATL,ATL,-3.5,49.0,-20.0,ATL,DAL2017-11-12
1928,2017-11-12,2017,10,DEN,16.0,41.0,NE,NE,-7.0,45.0,-25.0,DEN,DEN2017-11-12
1929,2017-11-12,2017,10,DET,38.0,24.0,CLE,DET,-10.5,42.5,14.0,DET,DET2017-11-12
1927,2017-11-12,2017,10,GB,23.0,16.0,CHI,CHI,-4.5,37.5,7.0,CHI,GB2017-11-12
1932,2017-11-12,2017,10,HOU,7.0,33.0,LAR,LAR,-12.0,45.0,-26.0,LAR,HOU2017-11-12
1930,2017-11-12,2017,10,IND,17.0,20.0,PIT,PIT,-10.5,47.0,-3.0,IND,IND2017-11-12
1931,2017-11-12,2017,10,JAX,20.0,17.0,LAC,JAX,-5.0,40.5,3.0,JAX,JAX2017-11-12
1931,2017-11-12,2017,10,LAC,17.0,20.0,JAX,JAX,-5.0,40.5,-3.0,JAX,LAC2017-11-12
1932,2017-11-12,2017,10,LAR,33.0,7.0,HOU,LAR,-12.0,45.0,26.0,LAR,LAR2017-11-12
1936,2017-11-12,2017,10,MIN,38.0,30.0,WAS,MIN,-1.0,43.0,8.0,WAS,MIN2017-11-12
1928,2017-11-12,2017,10,NE,41.0,16.0,DEN,NE,-7.0,45.0,25.0,DEN,NE2017-11-12
1926,2017-11-12,2017,10,NO,47.0,10.0,BUF,NO,-2.0,48.5,37.0,BUF,NO2017-11-12
1933,2017-11-12,2017,10,NYG,21.0,31.0,SF,NYG,-3.0,41.5,-10.0,SF,NYG2017-11-12
1934,2017-11-12,2017,10,NYJ,10.0,15.0,TB,TB,-1.0,44.5,-5.0,TB,NYJ2017-11-12
1930,2017-11-12,2017,10,PIT,20.0,17.0,IND,PIT,-10.5,47.0,3.0,IND,PIT2017-11-12
1933,2017-11-12,2017,10,SF,31.0,21.0,NYG,NYG,-3.0,41.5,10.0,SF,SF2017-11-12
1934,2017-11-12,2017,10,TB,15.0,10.0,NYJ,TB,-1.0,44.5,5.0,TB,TB2017-11-12
1935,2017-11-12,2017,10,TEN,24.0,20.0,CIN,TEN,-4.5,40.5,4.0,TEN,TEN2017-11-12
1936,2017-11-12,2017,10,WAS,30.0,38.0,MIN,MIN,-1.0,43.0,-8.0,WAS,WAS2017-11-12
1937,2017-11-13,2017,10,CAR,45.0,21.0,MIA,CAR,-8.0,38.5,24.0,CAR,CAR2017-11-13
1937,2017-11-13,2017,10,MIA,21.0,45.0,CAR,CAR,-8.0,38.5,-24.0,CAR,MIA2017-11-13
1938,2017-11-16,2017,11,PIT,40.0,17.0,TEN,PIT,-7.0,44.5,23.0,PIT,PIT2017-11-16
1938,2017-11-16,2017,11,TEN,17.0,40.0,PIT,PIT,-7.0,44.5,-23.0,PIT,TEN2017-11-16
1944,2017-11-19,2017,11,ARI,21.0,31.0,HOU,HOU,-2.0,37.5,-10.0,HOU,ARI2017-11-19
1943,2017-11-19,2017,11,BAL,23.0,0.0,GB,BAL,-2.0,38.0,23.0,GB,BAL2017-11-19
1945,2017-11-19,2017,11,BUF,24.0,54.0,LAC,LAC,-6.5,41.0,-30.0,LAC,BUF2017-11-19
1939,2017-11-19,2017,11,CHI,24.0,27.0,DET,DET,-3.0,41.0,-3.0,CHI,CHI2017-11-19
1942,2017-11-19,2017,11,CIN,20.0,17.0,DEN,DEN,-2.5,38.0,3.0,DEN,CIN2017-11-19
1940,2017-11-19,2017,11,CLE,7.0,19.0,JAX,JAX,-7.5,37.5,-12.0,CLE,CLE2017-11-19
1941,2017-11-19,2017,11,DAL,9.0,37.0,PHI,PHI,-6.0,48.0,-28.0,DAL,DAL2017-11-19
1942,2017-11-19,2017,11,DEN,17.0,20.0,CIN,DEN,-2.5,38.0,-3.0,DEN,DEN2017-11-19
1939,2017-11-19,2017,11,DET,27.0,24.0,CHI,DET,-3.0,41.0,3.0,CHI,DET2017-11-19
1943,2017-11-19,2017,11,GB,0.0,23.0,BAL,BAL,-2.0,38.0,-23.0,GB,GB2017-11-19
1944,2017-11-19,2017,11,HOU,31.0,21.0,ARI,HOU,-2.0,37.5,10.0,HOU,HOU2017-11-19
1940,2017-11-19,2017,11,JAX,19.0,7.0,CLE,JAX,-7.5,37.5,12.0,CLE,JAX2017-11-19
1949,2017-11-19,2017,11,KC,9.0,12.0,NYG,KC,-10.0,45.5,-3.0,NYG,KC2017-11-19
1945,2017-11-19,2017,11,LAC,54.0,24.0,BUF,LAC,-6.5,41.0,30.0,LAC,LAC2017-11-19
1947,2017-11-19,2017,11,LAR,7.0,24.0,MIN,MIN,-2.5,45.5,-17.0,MIN,LAR2017-11-19
1946,2017-11-19,2017,11,MIA,20.0,30.0,TB,TB,-1.0,42.0,-10.0,MIA,MIA2017-11-19
1947,2017-11-19,2017,11,MIN,24.0,7.0,LAR,MIN,-2.5,45.5,17.0,MIN,MIN2017-11-19
1950,2017-11-19,2017,11,NE,33.0,8.0,OAK,NE,-7.0,54.5,25.0,OAK,NE2017-11-19
1948,2017-11-19,2017,11,NO,34.0,31.0,WAS,NO,-7.5,52.5,3.0,NO,NO2017-11-19
1949,2017-11-19,2017,11,NYG,12.0,9.0,KC,KC,-10.0,45.5,3.0,NYG,NYG2017-11-19
1950,2017-11-19,2017,11,OAK,8.0,33.0,NE,NE,-7.0,54.5,-25.0,OAK,OAK2017-11-19
1941,2017-11-19,2017,11,PHI,37.0,9.0,DAL,PHI,-6.0,48.0,28.0,DAL,PHI2017-11-19
1946,2017-11-19,2017,11,TB,30.0,20.0,MIA,TB,-1.0,42.0,10.0,MIA,TB2017-11-19
1948,2017-11-19,2017,11,WAS,31.0,34.0,NO,NO,-7.5,52.5,-3.0,NO,WAS2017-11-19
1951,2017-11-20,2017,11,ATL,34.0,31.0,SEA,SEA,-2.0,45.5,3.0,SEA,ATL2017-11-20
1951,2017-11-20,2017,11,SEA,31.0,34.0,ATL,SEA,-2.0,45.5,-3.0,SEA,SEA2017-11-20
1952,2017-11-23,2017,12,DAL,6.0,28.0,LAC,LAC,-1.0,48.0,-22.0,DAL,DAL2017-11-23
1953,2017-11-23,2017,12,DET,23.0,30.0,MIN,MIN,-3.0,44.5,-7.0,DET,DET2017-11-23
1952,2017-11-23,2017,12,LAC,28.0,6.0,DAL,LAC,-1.0,48.0,22.0,DAL,LAC2017-11-23
1953,2017-11-23,2017,12,MIN,30.0,23.0,DET,MIN,-3.0,44.5,7.0,DET,MIN2017-11-23
1954,2017-11-23,2017,12,NYG,10.0,20.0,WAS,WAS,-7.5,45.0,-10.0,WAS,NYG2017-11-23
1954,2017-11-23,2017,12,WAS,20.0,10.0,NYG,WAS,-7.5,45.0,10.0,WAS,WAS2017-11-23
1955,2017-11-26,2017,12,ARI,27.0,24.0,JAX,JAX,-5.0,38.0,3.0,ARI,ARI2017-11-26
1956,2017-11-26,2017,12,ATL,34.0,20.0,TB,ATL,-10.0,48.5,14.0,ATL,ATL2017-11-26
1959,2017-11-26,2017,12,BUF,16.0,10.0,KC,KC,-10.0,46.0,6.0,KC,BUF2017-11-26
1962,2017-11-26,2017,12,CAR,35.0,27.0,NYJ,CAR,-5.0,40.0,8.0,NYJ,CAR2017-11-26
1964,2017-11-26,2017,12,CHI,3.0,31.0,PHI,PHI,-13.5,44.0,-28.0,PHI,CHI2017-11-26
1957,2017-11-26,2017,12,CIN,30.0,16.0,CLE,CIN,-8.0,38.0,14.0,CIN,CIN2017-11-26
1957,2017-11-26,2017,12,CLE,16.0,30.0,CIN,CIN,-8.0,38.0,-14.0,CIN,CLE2017-11-26
1963,2017-11-26,2017,12,DEN,14.0,21.0,OAK,LVR,-5.0,43.5,-7.0,OAK,DEN2017-11-26
1965,2017-11-26,2017,12,GB,28.0,31.0,PIT,PIT,-14.0,41.5,-3.0,PIT,GB2017-11-26
1958,2017-11-26,2017,12,IND,16.0,20.0,TEN,TEN,-3.5,44.0,-4.0,IND,IND2017-11-26
1955,2017-11-26,2017,12,JAX,24.0,27.0,ARI,JAX,-5.0,38.0,-3.0,ARI,JAX2017-11-26
1959,2017-11-26,2017,12,KC,10.0,16.0,BUF,KC,-10.0,46.0,-6.0,KC,KC2017-11-26
1960,2017-11-26,2017,12,LAR,26.0,20.0,NO,LAR,-2.5,53.5,6.0,LAR,LAR2017-11-26
1961,2017-11-26,2017,12,MIA,17.0,35.0,NE,NE,-16.5,47.5,-18.0,NE,MIA2017-11-26
1961,2017-11-26,2017,12,NE,35.0,17.0,MIA,NE,-16.5,47.5,18.0,NE,NE2017-11-26
1960,2017-11-26,2017,12,NO,20.0,26.0,LAR,LAR,-2.5,53.5,-6.0,LAR,NO2017-11-26
1962,2017-11-26,2017,12,NYJ,27.0,35.0,CAR,CAR,-5.0,40.0,-8.0,NYJ,NYJ2017-11-26
1963,2017-11-26,2017,12,OAK,21.0,14.0,DEN,LVR,-5.0,43.5,7.0,OAK,OAK2017-11-26
1964,2017-11-26,2017,12,PHI,31.0,3.0,CHI,PHI,-13.5,44.0,28.0,PHI,PHI2017-11-26
1965,2017-11-26,2017,12,PIT,31.0,28.0,GB,PIT,-14.0,41.5,3.0,PIT,PIT2017-11-26
1966,2017-11-26,2017,12,SEA,24.0,13.0,SF,SEA,-7.0,43.0,11.0,SF,SEA2017-11-26
1966,2017-11-26,2017,12,SF,13.0,24.0,SEA,SEA,-7.0,43.0,-11.0,SF,SF2017-11-26
1956,2017-11-26,2017,12,TB,20.0,34.0,ATL,ATL,-10.0,48.5,-14.0,ATL,TB2017-11-26
1958,2017-11-26,2017,12,TEN,20.0,16.0,IND,TEN,-3.5,44.0,4.0,IND,TEN2017-11-26
1967,2017-11-27,2017,12,BAL,23.0,16.0,HOU,BAL,-7.0,38.0,7.0,BAL,BAL2017-11-27
1967,2017-11-27,2017,12,HOU,16.0,23.0,BAL,BAL,-7.0,38.0,-7.0,BAL,HOU2017-11-27
1968,2017-11-30,2017,13,DAL,38.0,14.0,WAS,WAS,-2.0,47.0,24.0,DAL,DAL2017-11-30
1968,2017-11-30,2017,13,WAS,14.0,38.0,DAL,WAS,-2.0,47.0,-24.0,DAL,WAS2017-11-30
1969,2017-12-03,2017,13,ARI,16.0,32.0,LAR,LAR,-7.0,44.5,-16.0,ARI,ARI2017-12-03
1970,2017-12-03,2017,13,ATL,9.0,14.0,MIN,ATL,-3.0,47.0,-5.0,ATL,ATL2017-12-03
1971,2017-12-03,2017,13,BAL,44.0,20.0,DET,BAL,-3.0,43.5,24.0,BAL,BAL2017-12-03
1972,2017-12-03,2017,13,BUF,3.0,23.0,NE,NE,-9.0,48.0,-20.0,BUF,BUF2017-12-03
1978,2017-12-03,2017,13,CAR,21.0,31.0,NO,NO,-4.5,48.0,-10.0,NO,CAR2017-12-03
1973,2017-12-03,2017,13,CHI,14.0,15.0,SF,CHI,-3.0,41.0,-1.0,CHI,CHI2017-12-03
1976,2017-12-03,2017,13,CLE,10.0,19.0,LAC,LAC,-13.5,43.5,-9.0,LAC,CLE2017-12-03
1977,2017-12-03,2017,13,DEN,9.0,35.0,MIA,DEN,-1.5,39.5,-26.0,MIA,DEN2017-12-03
1971,2017-12-03,2017,13,DET,20.0,44.0,BAL,BAL,-3.0,43.5,-24.0,BAL,DET2017-12-03
1974,2017-12-03,2017,13,GB,26.0,20.0,TB,GB,-2.0,45.0,6.0,GB,GB2017-12-03
1982,2017-12-03,2017,13,HOU,13.0,24.0,TEN,TEN,-6.5,43.0,-11.0,TEN,HOU2017-12-03
1975,2017-12-03,2017,13,IND,10.0,30.0,JAX,JAX,-9.5,41.0,-20.0,JAX,IND2017-12-03
1975,2017-12-03,2017,13,JAX,30.0,10.0,IND,JAX,-9.5,41.0,20.0,JAX,JAX2017-12-03
1979,2017-12-03,2017,13,KC,31.0,38.0,NYJ,KC,-3.0,43.5,-7.0,NYJ,KC2017-12-03
1976,2017-12-03,2017,13,LAC,19.0,10.0,CLE,LAC,-13.5,43.5,9.0,LAC,LAC2017-12-03
1969,2017-12-03,2017,13,LAR,32.0,16.0,ARI,LAR,-7.0,44.5,16.0,ARI,LAR2017-12-03
1977,2017-12-03,2017,13,MIA,35.0,9.0,DEN,DEN,-1.5,39.5,26.0,MIA,MIA2017-12-03
1970,2017-12-03,2017,13,MIN,14.0,9.0,ATL,ATL,-3.0,47.0,5.0,ATL,MIN2017-12-03
1972,2017-12-03,2017,13,NE,23.0,3.0,BUF,NE,-9.0,48.0,20.0,BUF,NE2017-12-03
1978,2017-12-03,2017,13,NO,31.0,21.0,CAR,NO,-4.5,48.0,10.0,NO,NO2017-12-03
1980,2017-12-03,2017,13,NYG,17.0,24.0,OAK,LVR,-9.0,41.5,-7.0,OAK,NYG2017-12-03
1979,2017-12-03,2017,13,NYJ,38.0,31.0,KC,KC,-3.0,43.5,7.0,NYJ,NYJ2017-12-03
1980,2017-12-03,2017,13,OAK,24.0,17.0,NYG,LVR,-9.0,41.5,7.0,OAK,OAK2017-12-03
1981,2017-12-03,2017,13,PHI,10.0,24.0,SEA,PHI,-5.5,47.5,-14.0,SEA,PHI2017-12-03
1981,2017-12-03,2017,13,SEA,24.0,10.0,PHI,PHI,-5.5,47.5,14.0,SEA,SEA2017-12-03
1973,2017-12-03,2017,13,SF,15.0,14.0,CHI,CHI,-3.0,41.0,1.0,CHI,SF2017-12-03
1974,2017-12-03,2017,13,TB,20.0,26.0,GB,GB,-2.0,45.0,-6.0,GB,TB2017-12-03
1982,2017-12-03,2017,13,TEN,24.0,13.0,HOU,TEN,-6.5,43.0,11.0,TEN,TEN2017-12-03
1983,2017-12-04,2017,13,CIN,20.0,23.0,PIT,PIT,-4.5,43.5,-3.0,CIN,CIN2017-12-04
1983,2017-12-04,2017,13,PIT,23.0,20.0,CIN,PIT,-4.5,43.5,3.0,CIN,PIT2017-12-04
1984,2017-12-07,2017,14,ATL,20.0,17.0,NO,ATL,-2.5,51.5,3.0,ATL,ATL2017-12-07
1984,2017-12-07,2017,14,NO,17.0,20.0,ATL,ATL,-2.5,51.5,-3.0,ATL,NO2017-12-07
1985,2017-12-10,2017,14,ARI,12.0,7.0,TEN,TEN,-2.5,42.0,5.0,ARI,ARI2017-12-10
1997,2017-12-10,2017,14,BAL,38.0,39.0,PIT,PIT,-6.0,43.0,-1.0,PIT,BAL2017-12-10
1986,2017-12-10,2017,14,BUF,13.0,7.0,IND,BUF,-3.5,36.5,6.0,BUF,BUF2017-12-10
1987,2017-12-10,2017,14,CAR,31.0,24.0,MIN,MIN,-2.5,40.5,7.0,CAR,CAR2017-12-10
1988,2017-12-10,2017,14,CHI,33.0,7.0,CIN,CIN,-6.0,40.5,26.0,CIN,CHI2017-12-10
1988,2017-12-10,2017,14,CIN,7.0,33.0,CHI,CIN,-6.0,40.5,-26.0,CIN,CIN2017-12-10
1989,2017-12-10,2017,14,CLE,21.0,27.0,GB,GB,-2.5,38.5,-6.0,CLE,CLE2017-12-10
1996,2017-12-10,2017,14,DAL,30.0,10.0,NYG,DAL,-4.0,42.0,20.0,NYG,DAL2017-12-10
1990,2017-12-10,2017,14,DEN,23.0,0.0,NYJ,NYJ,-1.0,40.5,23.0,DEN,DEN2017-12-10
1998,2017-12-10,2017,14,DET,24.0,21.0,TB,PICK,0.0,47.5,3.0,TB,DET2017-12-10
1989,2017-12-10,2017,14,GB,27.0,21.0,CLE,GB,-2.5,38.5,6.0,CLE,GB2017-12-10
1991,2017-12-10,2017,14,HOU,16.0,26.0,SF,HOU,-1.0,45.5,-10.0,HOU,HOU2017-12-10
1986,2017-12-10,2017,14,IND,7.0,13.0,BUF,BUF,-3.5,36.5,-6.0,BUF,IND2017-12-10
1992,2017-12-10,2017,14,JAX,30.0,24.0,SEA,JAX,-3.0,40.0,6.0,JAX,JAX2017-12-10
1993,2017-12-10,2017,14,KC,26.0,15.0,OAK,KC,-4.5,48.5,11.0,KC,KC2017-12-10
1994,2017-12-10,2017,14,LAC,30.0,13.0,WAS,LAC,-6.0,46.5,17.0,LAC,LAC2017-12-10
1995,2017-12-10,2017,14,LAR,35.0,43.0,PHI,LAR,-1.0,47.5,-8.0,LAR,LAR2017-12-10
1987,2017-12-10,2017,14,MIN,24.0,31.0,CAR,MIN,-2.5,40.5,-7.0,CAR,MIN2017-12-10
1996,2017-12-10,2017,14,NYG,10.0,30.0,DAL,DAL,-4.0,42.0,-20.0,NYG,NYG2017-12-10
1990,2017-12-10,2017,14,NYJ,0.0,23.0,DEN,NYJ,-1.0,40.5,-23.0,DEN,NYJ2017-12-10
1993,2017-12-10,2017,14,OAK,15.0,26.0,KC,KC,-4.5,48.5,-11.0,KC,OAK2017-12-10
1995,2017-12-10,2017,14,PHI,43.0,35.0,LAR,LAR,-1.0,47.5,8.0,LAR,PHI2017-12-10
1997,2017-12-10,2017,14,PIT,39.0,38.0,BAL,PIT,-6.0,43.0,1.0,PIT,PIT2017-12-10
1992,2017-12-10,2017,14,SEA,24.0,30.0,JAX,JAX,-3.0,40.0,-6.0,JAX,SEA2017-12-10
1991,2017-12-10,2017,14,SF,26.0,16.0,HOU,HOU,-1.0,45.5,10.0,HOU,SF2017-12-10
1998,2017-12-10,2017,14,TB,21.0,24.0,DET,PICK,0.0,47.5,-3.0,TB,TB2017-12-10
1985,2017-12-10,2017,14,TEN,7.0,12.0,ARI,TEN,-2.5,42.0,-5.0,ARI,TEN2017-12-10
1994,2017-12-10,2017,14,WAS,13.0,30.0,LAC,LAC,-6.0,46.5,-17.0,LAC,WAS2017-12-10
1999,2017-12-11,2017,14,MIA,27.0,20.0,NE,NE,-10.5,48.0,7.0,MIA,MIA2017-12-11
1999,2017-12-11,2017,14,NE,20.0,27.0,MIA,NE,-10.5,48.0,-7.0,MIA,NE2017-12-11
2000,2017-12-14,2017,15,DEN,25.0,13.0,IND,DEN,-3.0,40.5,12.0,IND,DEN2017-12-14
2000,2017-12-14,2017,15,IND,13.0,25.0,DEN,DEN,-3.0,40.5,-12.0,IND,IND2017-12-14
2001,2017-12-16,2017,15,CHI,10.0,20.0,DET,DET,-5.0,43.5,-10.0,DET,CHI2017-12-16
2001,2017-12-16,2017,15,DET,20.0,10.0,CHI,DET,-5.0,43.5,10.0,DET,DET2017-12-16
2002,2017-12-16,2017,15,KC,30.0,13.0,LAC,LAC,-1.0,47.0,17.0,KC,KC2017-12-16
2002,2017-12-16,2017,15,LAC,13.0,30.0,KC,LAC,-1.0,47.0,-17.0,KC,LAC2017-12-16
2014,2017-12-17,2017,15,ARI,15.0,20.0,WAS,WAS,-4.0,40.0,-5.0,WAS,ARI2017-12-17
2005,2017-12-17,2017,15,BAL,27.0,10.0,CLE,BAL,-6.5,42.0,17.0,CLE,BAL2017-12-17
2003,2017-12-17,2017,15,BUF,24.0,16.0,MIA,BUF,-3.5,39.5,8.0,BUF,BUF2017-12-17
2004,2017-12-17,2017,15,CAR,31.0,24.0,GB,CAR,-3.0,46.5,7.0,CAR,CAR2017-12-17
2007,2017-12-17,2017,15,CIN,7.0,34.0,MIN,MIN,-12.5,42.5,-27.0,MIN,CIN2017-12-17
2005,2017-12-17,2017,15,CLE,10.0,27.0,BAL,BAL,-6.5,42.0,-17.0,CLE,CLE2017-12-17
2010,2017-12-17,2017,15,DAL,20.0,17.0,OAK,DAL,-3.0,46.0,3.0,OAK,DAL2017-12-17
2004,2017-12-17,2017,15,GB,24.0,31.0,CAR,CAR,-3.0,46.5,-7.0,CAR,GB2017-12-17
2006,2017-12-17,2017,15,HOU,7.0,45.0,JAX,JAX,-10.5,39.0,-38.0,JAX,HOU2017-12-17
2006,2017-12-17,2017,15,JAX,45.0,7.0,HOU,JAX,-10.5,39.0,38.0,JAX,JAX2017-12-17
2013,2017-12-17,2017,15,LAR,42.0,7.0,SEA,LAR,-1.0,47.5,35.0,SEA,LAR2017-12-17
2003,2017-12-17,2017,15,MIA,16.0,24.0,BUF,BUF,-3.5,39.5,-8.0,BUF,MIA2017-12-17
2007,2017-12-17,2017,15,MIN,34.0,7.0,CIN,MIN,-12.5,42.5,27.0,MIN,MIN2017-12-17
2011,2017-12-17,2017,15,NE,27.0,24.0,PIT,NE,-2.5,52.5,3.0,PIT,NE2017-12-17
2008,2017-12-17,2017,15,NO,31.0,19.0,NYJ,NO,-16.5,47.0,12.0,NO,NO2017-12-17
2009,2017-12-17,2017,15,NYG,29.0,34.0,PHI,PHI,-7.5,40.0,-5.0,NYG,NYG2017-12-17
2008,2017-12-17,2017,15,NYJ,19.0,31.0,NO,NO,-16.5,47.0,-12.0,NO,NYJ2017-12-17
2010,2017-12-17,2017,15,OAK,17.0,20.0,DAL,DAL,-3.0,46.0,-3.0,OAK,OAK2017-12-17
2009,2017-12-17,2017,15,PHI,34.0,29.0,NYG,PHI,-7.5,40.0,5.0,NYG,PHI2017-12-17
2011,2017-12-17,2017,15,PIT,24.0,27.0,NE,NE,-2.5,52.5,-3.0,PIT,PIT2017-12-17
2013,2017-12-17,2017,15,SEA,7.0,42.0,LAR,LAR,-1.0,47.5,-35.0,SEA,SEA2017-12-17
2012,2017-12-17,2017,15,SF,25.0,23.0,TEN,SF,-2.5,44.5,2.0,SF,SF2017-12-17
2012,2017-12-17,2017,15,TEN,23.0,25.0,SF,SF,-2.5,44.5,-2.0,SF,TEN2017-12-17
2014,2017-12-17,2017,15,WAS,20.0,15.0,ARI,WAS,-4.0,40.0,5.0,WAS,WAS2017-12-17
2015,2017-12-18,2017,15,ATL,24.0,21.0,TB,ATL,-7.0,49.5,3.0,TB,ATL2017-12-18
2015,2017-12-18,2017,15,TB,21.0,24.0,ATL,ATL,-7.0,49.5,-3.0,TB,TB2017-12-18
2016,2017-12-23,2017,16,BAL,23.0,16.0,IND,BAL,-13.5,41.0,7.0,BAL,BAL2017-12-23
2017,2017-12-23,2017,16,GB,0.0,16.0,MIN,MIN,-8.5,41.0,-16.0,GB,GB2017-12-23
2016,2017-12-23,2017,16,IND,16.0,23.0,BAL,BAL,-13.5,41.0,-7.0,BAL,IND2017-12-23
2017,2017-12-23,2017,16,MIN,16.0,0.0,GB,MIN,-8.5,41.0,16.0,GB,MIN2017-12-23
2018,2017-12-24,2017,16,ARI,23.0,0.0,NYG,ARI,-3.0,39.0,23.0,ARI,ARI2017-12-24
2025,2017-12-24,2017,16,ATL,13.0,23.0,NO,NO,-5.5,52.0,-10.0,NO,ATL2017-12-24
2024,2017-12-24,2017,16,BUF,16.0,37.0,NE,NE,-11.0,47.5,-21.0,NE,BUF2017-12-24
2019,2017-12-24,2017,16,CAR,22.0,19.0,TB,CAR,-10.0,46.5,3.0,CAR,CAR2017-12-24
2020,2017-12-24,2017,16,CHI,20.0,3.0,CLE,CHI,-5.5,37.0,17.0,CHI,CHI2017-12-24
2021,2017-12-24,2017,16,CIN,26.0,17.0,DET,DET,-3.5,43.5,9.0,CIN,CIN2017-12-24
2020,2017-12-24,2017,16,CLE,3.0,20.0,CHI,CHI,-5.5,37.0,-17.0,CHI,CLE2017-12-24
2022,2017-12-24,2017,16,DAL,12.0,21.0,SEA,DAL,-4.5,47.0,-9.0,DAL,DAL2017-12-24
2029,2017-12-24,2017,16,DEN,11.0,27.0,WAS,WAS,-3.0,39.5,-16.0,WAS,DEN2017-12-24
2021,2017-12-24,2017,16,DET,17.0,26.0,CIN,DET,-3.5,43.5,-9.0,CIN,DET2017-12-24
2027,2017-12-24,2017,16,JAX,33.0,44.0,SF,JAX,-4.0,43.0,-11.0,SF,JAX2017-12-24
2023,2017-12-24,2017,16,KC,29.0,13.0,MIA,KC,-11.0,43.5,16.0,KC,KC2017-12-24
